"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"321","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000005","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 영선동4가 758","부산광역시 영도구 신선중뒷길 68, 1층 (영선동4가)","49082","정성스테이","2026-01-12 14:42:12","U","2026-01-14 02:40:00","","386435.339240116","177541.276433493","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Jung Sung Stay","Foreign Tourist City Guest House","0","0","","0","0","","0","44.23","","0","","","","","","","0","","","","44",
"322","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000006","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 830-13","부산광역시 영도구 태종로780번길 17, 2층 (동삼동)","49126","지안서가","2026-01-12 14:42:26","U","2026-01-14 02:40:00","","389723.944834839","176129.022444909","외국인관광 도시민박업","","","0","","","","","0","0","1","0","JIANSEOGA","Foreign Tourist City Guest House","0","0","","0","0","","0","48.65","","0","","","","","","","0","","","","49",
"323","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 396-11","부산광역시 영도구 청학서로18번길 31, 2층 (청학동)","49031","하월","2026-01-12 14:40:43","U","2026-01-14 02:40:00","","387566.258808725","179110.927381646","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Ha Wol","Foreign Tourist City Guest House","0","0","","0","0","","0","33.06","","0","","","","","","","0","","","","33",
"324","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 396-11","부산광역시 영도구 청학서로18번길 31, 1층 (청학동)","49031","단월","2026-01-12 14:40:54","U","2026-01-14 02:40:00","","387566.258808725","179110.927381646","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Dan Wol","Foreign Tourist City Guest House","0","0","","0","0","","0","66.68","","0","","","","","","","0","","","","67",
"325","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000003","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 99-125","부산광역시 영도구 청학동로 42-8 (청학동)","49020","영도 스테이","2026-01-12 14:41:47","U","2026-01-14 02:40:00","","388106.187399052","178795.515931674","외국인관광 도시민박업","","","3","","","","","3","0","1","0","Yeongdo Stay","Foreign Tourist City Guest House","0","0","","0","0","","0","115","","0","","","","","","","0","","","","115",
"326","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000004","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 152-55","부산광역시 영도구 청학남로29번길 20-4, 2층 (청학동)","49019","메종드영도","2026-01-12 14:41:59","U","2026-01-14 02:40:00","","387920.941899938","178788.115239496","외국인관광 도시민박업","","","0","","","","","0","0","1","0","MAISON de YEONGDO","Foreign Tourist City Guest House","0","0","","0","0","","0","55.74","","0","","","","","","","0","","","","56",
"327","외국인관광도시민박업","03_11_04_P","3050000","CDFI2262212023000002","2023-05-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 청량리동 205-147 2층","서울특별시 동대문구 제기로21길 76, 2층 (청량리동)","02469","스테이 오(STAY O)","2026-01-12 16:46:52","U","2026-01-14 02:40:00","","203605.289818846","454210.206984495","외국인관광 도시민박업","","","2","","","","단독주택","2","0","2","0","MYITH0ME","Fordign Tourism Urban Stay-at-home Business","0","0","","0","0","","0","33","","0","","","","","","","0","","","","33",
"328","외국인관광도시민박업","03_11_04_P","3200000","CDFI2262212024000036","2024-05-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 75-55","서울특별시 관악구 남부순환로180길 39, 103호 (신림동)","08777","센트럴 신림","2026-01-12 13:01:22","U","2026-01-14 02:40:00","","193855.340216301","442287.739989388","외국인관광 도시민박업","","일반주거지역","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","31","","0","","","","","","","10000000","","","","31",
"329","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212025000024","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 신선동1가 219-108","부산광역시 영도구 하나길 624, 1층 (신선동1가)","49064","영담","2026-01-12 14:40:28","U","2026-01-14 02:40:00","","386645.334728547","178584.295875678","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Young Dam","Foreign Tourist City Guest House","0","0","","0","0","","0","41.95","","0","","","","","","","0","","","","42",
"330","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212025000023","2025-12-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 대교동2가 102-3","부산광역시 영도구 태종로99번길 7 (대교동2가)","49036","사이","2026-01-12 14:40:13","U","2026-01-14 02:40:00","","386136.795994229","178873.893943656","외국인관광 도시민박업","","","2","","","","","0","0","1","0","Sai","Foreign Tourist City Guest House","0","0","","0","0","","0","65.28","","0","","","","","","","0","","","","65",
"331","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212025000068","2025-12-23","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 인후동1가 1043 더샵 인후센트럴","전북특별자치도 전주시 덕진구 진버들5길 21, 101동 504호 (인후동1가, 더샵 인후센트럴)","55014","쑤하우스","2026-01-12 17:47:59","U","2026-01-14 02:40:00","","214731.102444009","259653.211509552","외국인관광 도시민박업","","","0","","","","","0","0","2","0","","","0","0","","0","0","","0","76.95","","0","","","","","","","0","","","","77",
"332","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212025000035","2025-12-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 전포동 189-16","부산광역시 부산진구 동성로108번길 10, 3층 (전포동)","47238","아남(ANAM)","2026-01-12 14:41:14","U","2026-01-14 02:40:00","","388289.215260971","186504.564135284","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","","","","0",
"333","외국인관광도시민박업","03_11_04_P","4810000","CDFI2262212025000013","2025-07-09","","03","폐업","03","폐업","2026-01-12","","","","","","","전라남도 여수시 봉산동 80","전라남도 여수시 대교로 59 (봉산동)","59754","맨션30","2026-01-12 21:41:26","U","2026-01-14 02:40:00","","266524.848997641","137533.954918005","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"334","외국인관광도시민박업","03_11_04_P","3110000","CDFI2262212026000003","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 응암동 584-56","서울특별시 은평구 불광천길 410-26, B02호 (응암동)","03457","겨울의 집","2026-01-13 09:40:55","I","2026-01-15 00:20:35","","192518.492440456","454408.841341914","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"335","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000013","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 일원동 623-2","서울특별시 강남구 개포로124길 6, B01호 (일원동)","06338","제이스테이","2026-01-13 13:34:22","I","2026-01-15 00:20:35","","207228.845882037","443545.64543215","외국인관광 도시민박업","","주거지역","3","주택가주변","","","단독주택","2","1","0","0","","","0","0","","0","0","","0","25","","0","","","","","","","10000000","","","","25",
"336","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000014","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 도곡동 554-2 경덕빌딩","서울특별시 강남구 강남대로58길 34, 경덕빌딩 702호 (도곡동)","06259","스테이럭스702","2026-01-13 13:50:17","I","2026-01-15 00:20:35","","203010.396924369","443064.564915801","외국인관광 도시민박업","","주거지역","10","주택가주변","","","다가구용 주택(공동주택적용)","9","1","0","0","","","0","0","","0","0","","0","55","","0","","","","","","","10000000","","","","55",
"337","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000015","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 691-16","서울특별시 강남구 봉은사로48길 50-2, 302호 (역삼동)","06146","서울스테이2","2026-01-13 17:46:44","I","2026-01-15 00:20:35","","203744.366865286","444937.751251156","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"338","외국인관광도시민박업","03_11_04_P","3650000","CDFI2262212026000003","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 용두동 30-1","대전광역시 중구 동서대로1322번길 84, 301호 (용두동)","34857","로디","2026-01-13 10:43:03","I","2026-01-15 00:20:35","","236651.927575675","313989.822819043","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","62","","0","","","","","","","0","","","","62",
"339","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000014","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 염리동 147-20","서울특별시 마포구 숭문4길 6, 2층 (염리동)","04138","스테이모모","2026-01-13 11:12:42","I","2026-01-15 00:20:35","","195131.99274491","449482.580753998","외국인관광 도시민박업","","","0","","","6","단독주택","0","0","2","0","Stay momo","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","92.1","","0","","","","","","","0","","","","92",
"340","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000015","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 망원동 57-272","서울특별시 마포구 월드컵로17길 78 (망원동)","04014","아틀리에 망원","2026-01-13 15:07:54","I","2026-01-15 00:20:35","","191723.485734829","450206.396887355","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","Atelier Mangwon","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","41.4","","0","","","","","","","0","","","","41",
"341","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000016","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 367-15","서울특별시 마포구 토정로3안길 25, 5~6층 (합정동)","04083","루프탑 풀 스테이","2026-01-13 15:13:44","I","2026-01-15 00:20:35","","192464.901264237","449320.167420967","외국인관광 도시민박업","","","0","","","5","단독주택","0","0","2","0","Rooftop Pool Stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","115.28","","0","","","","","","","0","","","","115",
"342","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000019","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 상암동 1444","서울특별시 마포구 월드컵북로48길 57, 2층 (상암동)","03927","해온스스테이","2026-01-13 17:13:31","I","2026-01-15 00:20:35","","190786.809031067","452862.522009516","외국인관광 도시민박업","","","0","","","6","단독주택","0","0","2","0","HaeOn's STAY","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","86.36","","0","","","","","","","0","","","","86",
"343","외국인관광도시민박업","03_11_04_P","3630000","CDFI2262212026000002","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 소촌동 370-2","광주광역시 광산구 소촌로64번길 4-9, 소촌금호빌 a동 401호 (소촌동)","62387","토미하우스","2026-01-13 18:22:23","I","2026-01-15 00:20:35","","181213.775187371","183492.873157071","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"344","외국인관광도시민박업","03_11_04_P","3200000","CDFI2262212026000009","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1428-20 401호","서울특별시 관악구 신림로70길 7, 401호 (신림동)","08753","휘게 하우스","2026-01-13 14:56:15","I","2026-01-15 00:20:35","","193670.907141541","442845.466350258","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"345","외국인관광도시민박업","03_11_04_P","3450000","CDFI2262212026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 대현동 240-18","대구광역시 북구 대현로9길 33 (대현동)","41567","비탈","2026-01-13 13:25:05","I","2026-01-15 00:20:35","","344817.54064199","266384.571368085","외국인관광 도시민박업","","일반주거지역","3","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","67.12","","0","","","","","","","0","","","","67",
"346","외국인관광도시민박업","03_11_04_P","3160000","CDFI2262212026000001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 고척동 253-154","서울특별시 구로구 고척로35길 8, 102호 (고척동)","08246","연 스테이","2026-01-13 13:38:03","I","2026-01-15 00:20:35","","186642.449807385","444556.780924646","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","300000000","","","","0",
"347","외국인관광도시민박업","03_11_04_P","3700000","CDFI2262212026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1274-25","울산광역시 남구 달삼로10번길 9-24, 1층 (달동)","44721","울산 라라 스테이","2026-01-13 11:51:12","I","2026-01-15 00:20:35","","411425.584436904","228603.835201262","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","149","","0","","","","","","","0","","","","149",
"348","외국인관광도시민박업","03_11_04_P","3100000","CDFI2262212026000002","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 공릉동 556-28","서울특별시 노원구 동일로182길 47-3, 502호 (공릉동)","01846","Hee Story","2026-01-13 10:35:25","I","2026-01-15 00:20:35","","206690.067296456","457903.869641744","외국인관광 도시민박업","","일반주거지역","5","주택가주변","","","다가구용 주택(공동주택적용)","5","0","0","0","","","0","0","","0","0","","0","30","","0","","","","","","","0","","","","30",
"349","외국인관광도시민박업","03_11_04_P","3940000","CDFI2262212026000004","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 정발산동 1183-2 201호","경기도 고양시 일산동구 무궁화로141번길 7-6, 201호 (정발산동)","10359","밤가시스테이","2026-01-13 17:21:30","I","2026-01-15 00:20:35","","180202.666985613","463063.012439831","외국인관광 도시민박업","","일반주거지역","3","주택가주변","","","단독주택","3","0","0","0","","","0","0","","0","0","","0","62","","0","","","","","","","0","","","","62",
"350","외국인관광도시민박업","03_11_04_P","3940000","CDFI2262212026000005","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 정발산동 683-5 202호","경기도 고양시 일산동구 대산로11번길 6-15, 202호호 (정발산동)","10362","사랑나무(Love Tree)","2026-01-13 17:24:58","I","2026-01-15 00:20:35","","179967.912217506","463043.557081834","외국인관광 도시민박업","","일반주거지역","3","주택가주변","","","단독주택","3","0","0","0","","","0","0","","0","0","","0","53","","0","","","","","","","3000000","","","","53",
"351","외국인관광도시민박업","03_11_04_P","3040000","CDFI2262212026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 화양동 9-60","서울특별시 광진구 동일로24길 80-15, 2층 (화양동)","05018","엘림하우스","2026-01-13 15:52:57","I","2026-01-15 00:20:35","","206045.315175448","448871.756554949","외국인관광 도시민박업","","일반주거지역","3","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","78.72","","0","","","","","","","1000","","","","79",
"352","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212020000009","2019-11-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 570-6 201호","서울특별시 마포구 연남로1길 79, 201호 (연남동)","03991","Sang Oh's House","2026-01-13 10:34:11","U","2026-01-15 02:40:00","","192798.602157653","450728.577749875","외국인관광 도시민박업","","","2","","","2실(8명)","다가구용 주택(공동주택적용)","0","0","0","0","Sang Oh's House","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","55","","0","","","","","","","0","","","","55",
"353","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000010","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 공덕동 242-54 서광","서울특별시 마포구 마포대로12길 53-1, 서광 302호 (공덕동)","04210","위시 스테이","2026-01-13 11:36:33","U","2026-01-15 02:40:00","","195918.287615333","449354.897376232","외국인관광 도시민박업","","","0","","","2","다가구용 주택(공동주택적용)","0","0","1","0","wishstay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","37.62","","0","","","","","","","0","","","","38",
"354","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212026000005","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 304-366 1층","서울특별시 중구 청구로10길 37, 1층 (신당동)","04610","유에 하우스","2026-01-13 10:33:52","U","2026-01-15 02:40:00","","201145.541549181","451097.670256695","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","YUE HOUSE","City home-stay services for foreign tourists","0","0","","0","0","","0","43.27","","0","","","","","","","0","","","","43",
"355","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212023000002","2023-05-01","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 67-1","경기도 화성시 동탄공원로1길 16-18, 201호 (반송동)","18436","온유(ON:YOU)","2026-01-13 15:29:39","U","2026-01-15 02:40:00","","205343.678586271","411190.85916515","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","ON:YOU","Foreign Tourism Urban Stay-at-home Business","0","0","","0","0","","0","66","","0","","","","","","","40000000","","","","66",
"356","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212024000086","2024-05-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 당인동 24-13 대도빌라","서울특별시 마포구 어울마당로2길 20, 4층 503호 (당인동, 대도빌라)","04074","스테이 상수","2026-01-13 11:18:56","U","2026-01-15 02:40:00","","192877.463712602","449299.591983108","외국인관광 도시민박업","","","0","","","1실(5명)","다세대주택","0","0","1","0","Stay Sangsu","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","38.07","","0","","","","","","","0","","","","38",
"357","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000403","2025-11-14","","03","폐업","03","폐업","2026-01-13","","","","","","","서울특별시 마포구 용강동 494-2 VIP빌딩","서울특별시 마포구 대흥로 14, VIP빌딩 401호 (용강동)","04162","마포 VIP 트립","2026-01-13 11:50:58","U","2026-01-15 02:40:00","","194388.04451418","448897.594572661","외국인관광 도시민박업","","","0","","","3","다가구용 주택(공동주택적용)","0","0","1","0","Mapo VIP Trip","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","44.19","","0","","","","","","","0","","","","44",
"358","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000011","2025-12-16","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 654-1","경기도 화성시 동탄대로21길 19, 201호 (영천동)","18471","포근숲","2026-01-13 15:38:06","U","2026-01-15 02:40:00","","208508.492101252","411709.799424053","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","2","0","","","0","0","","0","0","","0","70","","0","","","","","","","0","","","","70",
"359","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000009","2025-10-24","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 208 에코릿지동탄","경기도 화성시 탄요1길 75, 에코릿지동탄 134-2호 (반송동)","18441","에코릿지","2026-01-13 15:37:30","U","2026-01-15 02:40:00","","206732.742777097","409520.703881153","외국인관광 도시민박업","","전용주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","84.74","","0","","","","","","","0","","","","85",
"360","외국인관광도시민박업","03_11_04_P","3040000","CDFI2262212025000052","2025-08-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 화양동 46-66","서울특별시 광진구 아차산로25길 20, 301호 (화양동)","05019","칠 스테이(chill stay)","2026-01-13 14:44:03","U","2026-01-15 02:40:00","","205853.125911036","448894.490563533","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","33","","0","","","","","","","20000000","","","","33",
"361","외국인관광도시민박업","03_11_04_P","3070000","CDFI2262212025000025","2025-07-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 종암동 79-398","서울특별시 성북구 종암로21길 17-8, 402호 (종암동)","02804","코지 종암","2026-01-13 10:25:24","U","2026-01-15 02:40:00","","202877.198543829","455240.571614009","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"362","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000354","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 상암동 34-97 그린빌라","서울특별시 마포구 월드컵북로45길 16, 그린빌라 1층 102호 (상암동)","03914","봉스테이","2026-01-13 17:49:53","U","2026-01-15 02:40:00","","190619.720703049","452514.470506122","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","2","0","Bong Stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","75","","0","","","","","","","0","","","","75",
"363","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000007","2025-08-05","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 23-13","경기도 화성시 동탄반송3길 30-1, 202호 (반송동)","18434","포레스트","2026-01-13 15:36:39","U","2026-01-15 02:40:00","","205774.0794402","411933.75914235","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","2","0","","","0","0","","0","0","","0","65","","0","","","","","","","0","","","","65",
"364","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000006","2025-07-29","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 산척동 685-3","경기도 화성시 동탄대로10길 45-36 (산척동)","18489","그레이하우스","2026-01-13 15:36:09","U","2026-01-15 02:40:00","","209855.970002491","408255.168687466","외국인관광 도시민박업","","전용주거지역","0","","","","단독주택","0","0","3","0","","","0","0","","0","0","","0","85.52","","0","","","","","","","0","","","","86",
"365","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000008","2025-09-19","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 송동 709-10","경기도 화성시 동탄순환대로3길 5-24, 201호 (송동)","18497","Stay One","2026-01-13 15:37:00","U","2026-01-15 02:40:00","","208296.965867037","407072.402499743","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","59","","0","","","","","","","0","","","","59",
"366","외국인관광도시민박업","03_11_04_P","5370000","CDFI2262212025000012","2025-09-22","","03","폐업","03","폐업","2026-01-12","","","","","","","경상남도 거제시 장평동 99-4","경상남도 거제시 장평3로2길 45-2, 202호 (장평동)","53268","그리다거제","2026-01-13 09:07:36","U","2026-01-15 02:40:00","","347443.460951463","155788.96658111","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","45","","0","","","","","","","0","","","","45",
"367","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000003","2025-05-07","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 송동 707-12","경기도 화성시 동탄순환대로3가길 14-10, 2층 202호 (송동)","18497","Stay Luna","2026-01-13 15:32:17","U","2026-01-15 02:40:00","","208307.569262236","407153.137500258","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","2","0","","","0","0","","0","0","","0","54","","0","","","","","","","0","","","","54",
"368","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000005","2025-07-21","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 송동 702-2","경기도 화성시 동탄송방1길 8, 201호 (송동)","18497","럭셔리 레이크 하우스","2026-01-13 15:32:47","U","2026-01-15 02:40:00","","208269.647952588","407375.329040964","외국인관광 도시민박업","","전용주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","125.72","","0","","","","","","","0","","","","126",
"369","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000001","2025-03-14","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 송동 714-4","경기도 화성시 동탄순환대로3길 27-12, 201호 (송동)","18497","레이크하우스","2026-01-13 15:31:09","U","2026-01-15 02:40:00","","208467.72","407144.02","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","57","","0","","","","","","","0","","","","57",
"370","외국인관광도시민박업","03_11_04_P","5680000","CDFI2262212025000001","2025-02-17","","03","폐업","03","폐업","2026-01-12","","","","","","","충청남도 당진시 원당동 1251 원당마을아파트","충청남도 당진시 밤절로 103, 113동 6층 602호 (원당동, 원당마을아파트)","31771","fairytale","2026-01-13 10:45:49","U","2026-01-15 02:40:00","","168138.365261526","377972.399592927","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","59.1","","0","","","","","","","0","","","","59",
"371","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212025000002","2025-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 705-4","경기도 화성시 지산2길 33-3, 202호 (영천동)","18473","LYNN STAY","2026-01-13 15:31:45","U","2026-01-15 02:40:00","","210141.243787582","411564.324610154","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","54","","0","","","","","","","0","","","","54",
"372","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212024000001","2024-12-02","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 능동 1070-4","경기도 화성시 동탄하나2길 27-1, 201호 (능동)","18423","엘스테이","2026-01-13 15:30:31","U","2026-01-15 02:40:00","","205322.617015064","412596.218213526","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","50","","0","","","","","","","0","","","","50",
"373","외국인관광도시민박업","03_11_04_P","4500000","CDFI2262212026000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 공주시 중학동 201-5","충청남도 공주시 웅진로 103-5 (중학동)","32548","스테이 풀꽃","2026-01-14 13:55:00","I","2026-01-16 00:20:02","","210978.945545172","327629.629990322","외국인관광 도시민박업","","일반주거지역","1","기타","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","55.26","","0","","","","","","","0","","","","55",
