번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명,상세업무구분명,권리주체일련번호,총직원수,Unnamed: 32,record_key
104,동물미용업,02_03_11_P,5530000,574000004920200009,2020-01-31,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 평리 ***-*,"경기도 화성시 만세구 향남읍 삼천병마로 ***-*, ***호",18593,도기 앤 야옹스,2025-06-24 13:46:50,I,2026-02-04 01:35:23,,191741.517136685,403024.53540002,동물미용업,동물미용업(일반),000,0,,도기앤야옹스_경기도화성시만세구향남읍평리***-*
191,동물미용업,02_03_11_P,5530000,577000004920200002,2020-01-13,,3,폐업,2,폐업,2025-12-31,,,,,0,,경기도 화성시 동탄구 청계동  ***-*,"경기도 화성시 동탄구 동탄대로시범길 ***-**, 디스퀘어빌딩 *층 ***호 (청계동)",18476,리더스동물병원,2026-01-29 17:14:30,I,2026-02-04 01:35:23,,210128.213563089,410963.227069751,동물미용업,동물미용업(일반),000,0,,리더스동물병원_경기도화성시동탄구청계동***-*
190,동물미용업,02_03_11_P,5530000,577000004920190083,2019-12-30,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 반송동  **-**,"경기도 화성시 동탄구 동탄공원로*길 **, *층 ***호 (반송동)",18435,잇츠멍,2024-04-15 17:27:10,I,2026-02-04 01:35:23,,205356.428878579,411749.997660378,동물미용업,동물미용업(일반),000,0,,잇츠멍_경기도화성시동탄구반송동**-**
102,동물미용업,02_03_11_P,5530000,574000004920190078,2019-12-12,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 행정리 ***-* 정 메디 프라자,"경기도 화성시 만세구 향남읍 발안로 ***, 정 메디 프라자 ***호",18591,향남펫살롱,2022-04-28 18:09:29,I,2026-02-04 01:35:23,,192963.835793436,403338.583570939,동물미용업,동물미용업(일반),000,0,,향남펫살롱_경기도화성시만세구향남읍행정리***-*정메디프라자
352,동물미용업,02_03_11_P,3720000,372000004920190015,2019-11-28,,3,폐업,2,폐업,2026-02-06,2023-08-17,2025-08-16,,,0,,울산광역시 북구 연암동 ***-*,울산광역시 북구 연암**길 ** (연암동),44245,상희독스 아카데미,2026-02-09 08:57:29,U,2026-02-11 02:40:00,,414875.607876849,234479.030968026,동물미용업,동물미용업(일반),000,0,,상희독스아카데미_울산광역시북구연암동***-*
101,동물미용업,02_03_11_P,5530000,574000004920190071,2019-11-21,,3,폐업,2,폐업,2021-10-05,,,,,0,,경기도 화성시 만세구 향남읍 행정리 ***-*,"경기도 화성시 만세구 향남읍 행정중앙*로 **, 향남프라자 상가동 ***호",18600,루루독,2022-04-28 18:09:29,I,2026-02-04 01:35:23,,193057.472326432,403129.995628748,동물미용업,동물미용업(일반),000,0,,루루독_경기도화성시만세구향남읍행정리***-*
100,동물미용업,02_03_11_P,5530000,574000004920190068,2019-11-05,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 남양읍 남양리 ****-**,경기도 화성시 만세구 남양읍 역골동로 **,18271,똥강아지,2022-04-28 18:09:29,I,2026-02-04 01:35:23,,185037.626524997,411426.810608843,동물미용업,동물미용업(일반),000,0,,똥강아지_경기도화성시만세구남양읍남양리****-**
252,동물미용업,02_03_11_P,5530000,576000004920190066,2019-11-04,,3,폐업,2,폐업,2023-10-10,,,,031-236-2777,0,,경기도 화성시 병점구 병점동  ***-**,경기도 화성시 병점구 병점*로 ** (병점동),18409,사랑하개,2023-10-10 17:26:00,I,2026-02-04 01:35:23,,203867.438031802,411836.497839255,동물미용업,동물미용업(일반),000,0,,사랑하개_경기도화성시병점구병점동***-**
189,동물미용업,02_03_11_P,5530000,577000004920190063,2019-10-22,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 영천동  ***-* 더퍼스트타워 ***호,"경기도 화성시 동탄구 동탄대로**길 **, 더퍼스트타워 ***호 (영천동)",18471,로이몽펫살롱(ROEI MONG pet salon),2024-03-26 10:45:31,I,2026-02-04 01:35:23,,208609.77242468,411784.124303502,동물미용업,동물미용업(일반),000,0,,로이몽펫살롱(ROEIMONGpetsalon)_경기도화성시동탄구영천동***-*더퍼스트타워***호
328,동물미용업,02_03_11_P,4090000,409000004920190101,2019-10-01,,3,폐업,2,폐업,2026-02-04,,,,,0,,경기도 김포시 장기동 ****-* 라베니체마치에비뉴Ⅰ,"경기도 김포시 김포한강*로**번길 **, 라베니체마치에비뉴Ⅰ B***호 (장기동)",10090,퍼피앤유 김포점,2026-02-05 10:09:21,U,2026-02-07 02:40:00,,171561.306849404,460014.91165606,동물미용업,동물미용업(일반),000,0,,퍼피앤유김포점_경기도김포시장기동****-*라베니체마치에비뉴Ⅰ
188,동물미용업,02_03_11_P,5530000,577000004920190052,2019-09-05,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 방교동  ***-*,"경기도 화성시 동탄구 동탄기흥로***번나길 **-*, ***호 (방교동)",18487,도그플래닛,2022-04-28 18:09:29,I,2026-02-04 01:35:23,,207875.410635008,408738.652499771,동물미용업,동물미용업(일반),000,0,,도그플래닛_경기도화성시동탄구방교동***-*
99,동물미용업,02_03_11_P,5530000,574000004920190049,2019-08-16,,3,폐업,2,폐업,2021-01-18,,,,,0,,경기도 화성시 만세구 우정읍 조암리 ***-*,"경기도 화성시 만세구 우정읍 장안로 **, *호",18566,어서왈왈,2022-04-28 18:09:29,I,2026-02-04 01:35:23,,183912.806955361,398522.186074192,동물미용업,동물미용업(일반),000,0,,어서왈왈_경기도화성시만세구우정읍조암리***-*
216,동물미용업,02_03_11_P,5530000,575000004920190043,2019-06-27,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 효행구 봉담읍 와우리 ***-*,"경기도 화성시 효행구 봉담읍 북촌길 **-*, *층",18321,그린펫클럽,2023-05-01 09:30:58,I,2026-02-04 01:35:23,,197687.560981011,413053.853725449,동물미용업,동물미용업(일반),000,0,,그린펫클럽_경기도화성시효행구봉담읍와우리***-*
187,동물미용업,02_03_11_P,5530000,577000004920190041,2019-06-18,,3,폐업,2,폐업,2024-06-10,,,,,0,,경기도 화성시 동탄구 반송동  **-* 위너스타,"경기도 화성시 동탄구 동탄원천로 ***, 위너스타 ***, ***호 (반송동)",18453,야옹아 멍멍해봐,2025-01-15 09:22:44,I,2026-02-04 01:35:23,,206471.194103481,411723.937975842,동물미용업,동물미용업(일반),000,0,,야옹아멍멍해봐_경기도화성시동탄구반송동**-*위너스타
98,동물미용업,02_03_11_P,5530000,574000004920190038,2019-06-12,,3,폐업,2,폐업,2023-05-03,,,,,0,,경기도 화성시 만세구 남양읍 남양리 **** 동광뷰엘,"경기도 화성시 만세구 남양읍 역골중앙로 ***, A동 ***호 (동광뷰엘)",18266,다옴펫살롱,2023-05-03 17:13:37,I,2026-02-04 01:35:23,,184673.920370113,411912.196742143,동물미용업,동물미용업(일반),000,0,,다옴펫살롱_경기도화성시만세구남양읍남양리****동광뷰엘
186,동물미용업,02_03_11_P,5530000,577000004920190035,2019-05-31,,3,폐업,2,폐업,2023-04-20,,,,031-377-5982,0,,경기도 화성시 동탄구 영천동  ***-**,"경기도 화성시 동탄구 동탄치동천로*길 **, ***호 (영천동)",18474,The끌림,2023-04-20 14:29:11,I,2026-02-04 01:35:23,,210839.320527148,411363.652922907,동물미용업,동물미용업(일반),000,0,,The끌림_경기도화성시동탄구영천동***-**
185,동물미용업,02_03_11_P,5530000,577000004920190033,2019-05-16,,3,폐업,2,폐업,2022-03-03,,,,,0,,경기도 화성시 동탄구 장지동  ***-*,경기도 화성시 동탄구 동탄장지천*길 **-** (장지동),18508,"항상,예쁘개",2022-04-28 18:09:29,I,2026-02-04 01:35:23,,209301.722571607,406377.613313821,동물미용업,동물미용업(일반),000,0,,"항상,예쁘개_경기도화성시동탄구장지동***-*"
420,동물미용업,02_03_11_P,3610000,361000004920190015,2019-05-07,,1,영업/정상,0,정상,,,,,,0,,광주광역시 남구 주월동 ****-* 라인가든아파트 상가,"광주광역시 남구 서문대로 *** (주월동, 라인가든아파트)",61699,뽀야네,2026-02-20 10:46:34,U,2026-02-22 02:40:00,,190639.962748426,180937.857294204,동물미용업,동물미용업(일반),000,0,,뽀야네_광주광역시남구주월동****-*라인가든아파트상가
66,동물미용업,02_03_11_P,5530000,577000004920190026,2019-05-01,,3,폐업,2,폐업,2024-04-30,,,,0313772585,0,,경기도 화성시 동탄구 영천동  ***-**,"경기도 화성시 동탄구 지산*길 *-**, *층 (영천동)",18473,곰탱이독,2024-05-09 09:17:16,I,2026-02-04 01:35:23,,209899.54179627,411549.910822871,동물미용업,동물미용업(일반),000,0,,곰탱이독_경기도화성시동탄구영천동***-**
326,동물미용업,02_03_11_P,5020000,502000004920190010,2019-03-29,,3,폐업,2,폐업,2026-02-04,,,,,0,,경상북도 포항시 남구 해도동 ***-*,경상북도 포항시 남구 중앙로***번길 ** (해도동),37796,개밥주는고양이,2026-02-05 09:10:21,U,2026-02-07 02:40:00,,413556.430474913,283009.139920114,동물미용업,동물미용업(일반),000,0,,개밥주는고양이_경상북도포항시남구해도동***-*
140,동물미용업,02_03_11_P,5530000,574000004920190021,2019-03-12,,3,폐업,2,폐업,2023-03-27,,,,,0,,경기도 화성시 만세구 향남읍 하길리 ****-*,경기도 화성시 만세구 향남읍 한절이*길 *,18606,뚜또펫살롱(tuttopetsalon),2023-03-27 20:25:34,I,2026-02-04 01:35:23,,192442.166477626,401622.970184721,동물미용업,동물미용업(일반),000,0,,뚜또펫살롱(tuttopetsalon)_경기도화성시만세구향남읍하길리****-*
139,동물미용업,02_03_11_P,5530000,574000004920190015,2019-02-14,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 하길리 ****-*,"경기도 화성시 만세구 향남읍 한절이*길 **, *층",18606,하이마이댕댕,2024-02-19 09:23:19,I,2026-02-04 01:35:23,,192551.542874828,401803.735487378,동물미용업,동물미용업(일반),000,0,,하이마이댕댕_경기도화성시만세구향남읍하길리****-*
65,동물미용업,02_03_11_P,5530000,577000004920190013,2019-02-12,,3,폐업,2,폐업,2024-12-31,,,,,0,,경기도 화성시 동탄구 청계동  ***-*,"경기도 화성시 동탄구 동탄대로시범길 ***-**, 마추프라자 *층 ***호 (청계동)",18476,멍이네,2025-01-22 16:18:16,I,2026-02-04 01:35:23,,210094.419652254,410946.943354762,동물미용업,동물미용업(일반),000,0,,멍이네_경기도화성시동탄구청계동***-*
465,동물미용업,02_03_11_P,5710000,571000004920190005,2019-01-30,,3,폐업,2,폐업,2026-02-25,,,,043-272-4627,0,,충청북도 청주시 서원구 사직동 ***-*,충청북도 청주시 서원구 사직대로 *** (사직동),28651,개와고양이 반려동물원,2026-02-26 13:09:06,U,2026-02-28 02:40:00,,242421.155144494,348333.16925775,동물미용업,동물미용업(일반),000,0,,개와고양이반려동물원_충청북도청주시서원구사직동***-*
374,동물미용업,02_03_11_P,3940000,394000004920190009,2019-01-29,,1,영업/정상,0,정상,,,,,,0,,경기도 고양시 일산서구 대화동 ****-*,경기도 고양시 일산서구 일산로***번길 **-* (대화동),10369,솔랑솔랑,2026-02-11 16:19:56,U,2026-02-13 02:40:00,,178680.601447681,464512.960621885,동물미용업,동물미용업(일반),000,0,,솔랑솔랑_경기도고양시일산서구대화동****-*
453,동물미용업,02_03_11_P,4840000,484000004920190003,2019-01-21,,3,폐업,2,폐업,2026-02-25,,,,061-761-0507,0,,전라남도 광양시 광양읍 읍내리 ***-**,전라남도 광양시 광양읍 매천로 ***-*,57742,견궁,2026-02-25 17:30:52,U,2026-02-27 02:40:00,,253367.594487702,164226.231494897,동물미용업,동물미용업(일반),000,0,,견궁_전라남도광양시광양읍읍내리***-**
250,동물미용업,02_03_11_P,5530000,576000004920190006,2019-01-18,,3,폐업,2,폐업,2022-03-03,,,,,0,,경기도 화성시 병점구 진안동  ***-*,경기도 화성시 병점구 병점*로 ** (진안동),18399,wild dog,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,203371.73834024,412574.976561403,동물미용업,동물미용업(일반),000,0,,wilddog_경기도화성시병점구진안동***-*
251,동물미용업,02_03_11_P,5530000,576000004920190009,2019-01-18,,2,휴업,1,휴업,,2024-05-23,2027-05-23,,031-2397582,0,,경기도 화성시 병점구 진안동  ***-* 명민빌딩,"경기도 화성시 병점구 효행로 ****, 명민빌딩 *층 (진안동)",18399,스마트동물병원(병점점),2024-06-10 15:40:48,I,2026-02-04 01:35:23,,203515.119762521,412417.180732452,동물미용업,동물미용업(일반),000,0,,스마트동물병원(병점점)_경기도화성시병점구진안동***-*명민빌딩
452,동물미용업,02_03_11_P,5080000,508000004920190001,2019-01-08,,1,영업/정상,0,정상,,,,,,0,,경상북도 구미시 진평동 **-**,"경상북도 구미시 인동**길 **, 도하빌딩 *층 (진평동)",39407,멈머이발소,2026-02-25 15:38:37,U,2026-02-27 02:40:00,,328198.772036017,289304.54264473,동물미용업,동물미용업(일반),000,0,,멈머이발소_경상북도구미시진평동**-**
138,동물미용업,02_03_11_P,5530000,574000004920190005,2019-01-07,,3,폐업,2,폐업,2023-10-06,,,,,0,,경기도 화성시 만세구 우정읍 조암리 ***-*,"경기도 화성시 만세구 우정읍 장안로 **, *층",18566,부부앤도그,2023-10-06 17:19:26,I,2026-02-04 01:35:23,,183912.806955361,398522.186074192,동물미용업,동물미용업(일반),000,0,,부부앤도그_경기도화성시만세구우정읍조암리***-*
64,동물미용업,02_03_11_P,5530000,577000004920190002,2019-01-04,,3,폐업,2,폐업,2023-02-16,,,,,0,,경기도 화성시 동탄구 목동  ***,경기도 화성시 동탄구 왕배산*길 ** (목동),18490,아인스동물병원,2023-02-16 16:56:50,I,2026-02-04 01:35:23,,211044.630314981,408899.027131576,동물미용업,동물미용업(일반),000,0,,아인스동물병원_경기도화성시동탄구목동***
63,동물미용업,02_03_11_P,5530000,577000004920180167,2018-12-31,,3,폐업,2,폐업,2024-01-01,,,,,0,,경기도 화성시 동탄구 반송동  **-*,"경기도 화성시 동탄구 동탄지성로 ***, *층층 (반송동)",18434,S동물의료센터,2024-05-21 10:40:14,I,2026-02-04 01:35:23,,205536.777108235,411884.69431858,동물미용업,동물미용업(일반),000,0,,S동물의료센터_경기도화성시동탄구반송동**-*
249,동물미용업,02_03_11_P,5530000,576000004920180163,2018-11-28,,1,영업/정상,0,정상,,,,,0312267582,0,,경기도 화성시 병점구 병점동  ***-*,"경기도 화성시 병점구 떡전골로 **, ***-***호 (병점동)",18412,나무동물병원,2023-12-12 13:16:28,I,2026-02-04 01:35:23,,203110.689240761,411211.170687093,동물미용업,동물미용업(일반),000,0,,나무동물병원_경기도화성시병점구병점동***-*
184,동물미용업,02_03_11_P,5530000,577000004920180160,2018-11-27,,3,폐업,2,폐업,2025-01-01,,,,031-373-6307,0,,경기도 화성시 동탄구 영천동  ***-**,"경기도 화성시 동탄구 지산*길 **-**, ***호 (영천동)",18473,동탄 스케치 동물병원,2025-01-10 17:38:58,I,2026-02-04 01:35:23,,209922.366266496,411510.761789232,동물미용업,동물미용업(일반),000,0,,동탄스케치동물병원_경기도화성시동탄구영천동***-**
215,동물미용업,02_03_11_P,5530000,575000004920180148,2018-11-13,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 효행구 봉담읍 동화리 ***-* ***호,"경기도 화성시 효행구 봉담읍 상봉길 **, ***호",18303,아임그루머,2025-02-10 07:53:06,I,2026-02-04 01:35:23,,195934.310646197,413057.270236805,동물미용업,동물미용업(일반),000,0,,아임그루머_경기도화성시효행구봉담읍동화리***-****호
146,동물미용업,02_03_11_P,5530000,574000004920180152,2018-11-13,,3,폐업,2,폐업,2023-10-10,,,,,0,,경기도 화성시 만세구 팔탄면 덕천리 ***-*,경기도 화성시 만세구 팔탄면 온천로 ***,18577,예뜰,2023-10-10 16:28:37,I,2026-02-04 01:35:23,,188537.131083499,404810.124404405,동물미용업,동물미용업(일반),000,0,,예뜰_경기도화성시만세구팔탄면덕천리***-*
183,동물미용업,02_03_11_P,5530000,577000004920180150,2018-11-13,,4,취소/말소/만료/정지/중지,4,말소,2024-01-19,,,,031-8003-6513,0,,경기도 화성시 동탄구 반송동  ***-*,경기도 화성시 동탄구 노작로*길 **-** (반송동),18459,영스키친,2024-01-19 16:07:50,I,2026-02-04 01:35:23,,206839.736685579,410732.764326239,동물미용업,동물미용업(일반),000,0,,영스키친_경기도화성시동탄구반송동***-*
145,동물미용업,02_03_11_P,5530000,574000004920180147,2018-11-09,,1,영업/정상,0,정상,,,,,031-353-0213,0,,경기도 화성시 만세구 향남읍 평리 **-** 중앙빌딩,"경기도 화성시 만세구 향남읍 삼천병마로 ***, 중앙빌딩",18592,발안종합동물병원,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,192015.515457571,403375.410213696,동물미용업,동물미용업(일반),000,0,,발안종합동물병원_경기도화성시만세구향남읍평리**-**중앙빌딩
181,동물미용업,02_03_11_P,5530000,577000004920180146,2018-11-07,,3,폐업,2,폐업,2022-04-28,,,,031-613-7515,0,,경기도 화성시 동탄구 반송동  **-*,경기도 화성시 동탄구 노작로 *** (반송동),18454,AVET 동물메디컬센터,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,206428.00107425,411217.139164067,동물미용업,동물미용업(일반),000,0,,AVET동물메디컬센터_경기도화성시동탄구반송동**-*
180,동물미용업,02_03_11_P,5530000,577000004920180141,2018-11-05,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 반송동  ***-**,"경기도 화성시 동탄구 노작로*길 *, ***호 (반송동)",18459,샤인멍,2024-07-01 14:11:51,I,2026-02-04 01:35:23,,207089.788128582,410353.707851489,동물미용업,동물미용업(일반),000,0,,샤인멍_경기도화성시동탄구반송동***-**
416,동물미용업,02_03_11_P,4181000,418000004920180053,2018-11-01,,1,영업/정상,0,정상,,,,,033-262-7516,0,,강원특별자치도 춘천시 동내면 거두리 ****-*,"강원특별자치도 춘천시 동내면 외솔길**번길 **-**, *층 *호",24401,개설렘,2026-02-20 09:12:15,U,2026-02-22 02:40:00,,266704.433312583,484186.812481562,동물미용업,동물미용업(일반),000,0,,개설렘_강원특별자치도춘천시동내면거두리****-*
248,동물미용업,02_03_11_P,5530000,576000004920180140,2018-10-23,,3,폐업,2,폐업,2020-08-07,,,,031-206-7503,0,,경기도 화성시 병점구 반월동  ***-* 롯데마트,"경기도 화성시 병점구 삼성*로 ***, 롯데마트 *층 (반월동)",18382,쿨펫동물병원,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,205829.064603504,414278.001961156,동물미용업,동물미용업(일반),000,0,,쿨펫동물병원_경기도화성시병점구반월동***-*롯데마트
179,동물미용업,02_03_11_P,5530000,577000004920180137,2018-10-22,,3,폐업,2,폐업,2023-12-18,,,,031-8015-3178,0,,경기도 화성시 동탄구 반송동  ***-* 거택프라자,"경기도 화성시 동탄구 동탄솔빛로 **, 거택프라자 (반송동)",18442,21세기 동물병원,2023-12-18 17:51:16,I,2026-02-04 01:35:23,,206445.025958477,410145.550969708,동물미용업,동물미용업(일반),000,0,,21세기동물병원_경기도화성시동탄구반송동***-*거택프라자
373,동물미용업,02_03_11_P,5530000,577000004920180139,2018-10-22,,1,영업/정상,0,정상,,,,,031-831-3531,0,,경기도 화성시 동탄구 반송동  **-* 동탄하이페리온 ***호,"경기도 화성시 동탄구 동탄반석로 ***, ***호 (반송동, 동탄하이페리온)",18454,24시 동탄윌 동물의료센터,2026-02-11 10:15:34,U,2026-02-13 02:40:00,,206282.047890313,411164.141856201,동물미용업,동물미용업(일반),000,0,,24시동탄윌동물의료센터_경기도화성시동탄구반송동**-*동탄하이페리온***호
387,동물미용업,02_03_11_P,5380000,538000004920180087,2018-10-17,,3,폐업,2,폐업,2026-02-12,,,,,0,,경상남도 양산시 물금읍 범어리 ****-*,경상남도 양산시 물금읍 화합*길 **-**,50610,견공풀하우스,2026-02-12 13:20:52,U,2026-02-14 02:40:00,,382596.287690165,205317.341082979,동물미용업,동물미용업(일반),000,0,,견공풀하우스_경상남도양산시물금읍범어리****-*
226,동물미용업,02_03_11_P,5530000,575000004920180126,2018-10-15,,3,폐업,2,폐업,2023-07-07,,,,031-297-7556,0,,경기도 화성시 효행구 봉담읍 동화리 ***-**,"경기도 화성시 효행구 봉담읍 진등*길 **, *층",18313,서수원 동물병원,2023-07-07 10:13:12,I,2026-02-04 01:35:23,,195528.0711788,413271.606011373,동물미용업,동물미용업(일반),000,0,,서수원동물병원_경기도화성시효행구봉담읍동화리***-**
247,동물미용업,02_03_11_P,5530000,576000004920180114,2018-10-15,,1,영업/정상,0,정상,,,,,031-225-2513,0,,경기도 화성시 병점구 진안동  ***-*,경기도 화성시 병점구 경기대로 **** (진안동),18401,위니펫동물병원,2022-04-28 18:09:27,I,2026-02-04 01:35:23,,202952.790708955,411952.256651664,동물미용업,동물미용업(일반),000,0,,위니펫동물병원_경기도화성시병점구진안동***-*
227,동물미용업,02_03_11_P,5530000,575000004920180128,2018-10-15,,3,폐업,2,폐업,2025-05-21,,,,031-293-0095,0,,경기도 화성시 효행구 봉담읍 동화리 ***-*,경기도 화성시 효행구 봉담읍 동화새터길 *,18303,봉담우리애 동물병원,2025-05-21 16:28:50,I,2026-02-04 01:35:23,,195740.839071689,413495.214594611,동물미용업,동물미용업(일반),000,0,,봉담우리애동물병원_경기도화성시효행구봉담읍동화리***-*
224,동물미용업,02_03_11_P,5530000,575000004920180120,2018-10-15,,3,폐업,2,폐업,2019-02-26,,,,031-297-7980,0,,경기도 화성시 효행구 봉담읍 동화리 ***-*,"경기도 화성시 효행구 봉담읍 동화길 **-**, *층",18302,러버독,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,196357.63220419,412768.085338134,동물미용업,동물미용업(일반),000,0,,러버독_경기도화성시효행구봉담읍동화리***-*
313,동물미용업,02_03_11_P,3120000,312000004920180051,2018-10-15,,1,영업/정상,0,정상,,,,,,0,,서울특별시 서대문구 냉천동 ***,"서울특별시 서대문구 통일로 ***, *층 (냉천동)",3735,멍이랑몽이 애견미용,2026-02-03 14:23:09,U,2026-02-06 02:40:00,,196008.762830688,451162.688604384,동물미용업,동물미용업(일반),000,0,,멍이랑몽이애견미용_서울특별시서대문구냉천동***
225,동물미용업,02_03_11_P,5530000,575000004920180125,2018-10-15,,1,영업/정상,0,정상,,,,,031-278-1275,0,,경기도 화성시 효행구 봉담읍 상리 ***-*,"경기도 화성시 효행구 봉담읍 상리*길 **, 어반센터프라자 ***호",18309,라파동물병원,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,195217.508597465,413703.332611066,동물미용업,동물미용업(일반),000,0,,라파동물병원_경기도화성시효행구봉담읍상리***-*
246,동물미용업,02_03_11_P,5530000,576000004920180113,2018-10-15,,3,폐업,2,폐업,2024-12-31,,,,031-238-1599,0,,경기도 화성시 병점구 진안동  ***-* ***호,"경기도 화성시 병점구 효행로 ****, ***호 (진안동)",18404,페로하임,2025-01-22 15:55:19,I,2026-02-04 01:35:23,,203414.344623007,412302.310478941,동물미용업,동물미용업(일반),000,0,,페로하임_경기도화성시병점구진안동***-****호
178,동물미용업,02_03_11_P,5530000,577000004920180123,2018-10-15,,3,폐업,2,폐업,2025-03-22,,,,,0,,경기도 화성시 동탄구 반송동  **-*,"경기도 화성시 동탄구 동탄반송*길 **, ***호 (반송동)",18434,이뿌개,2025-04-15 16:50:27,I,2026-02-04 01:35:23,,205980.714140395,412076.751728103,동물미용업,동물미용업(일반),000,0,,이뿌개_경기도화성시동탄구반송동**-*
177,동물미용업,02_03_11_P,5530000,577000004920180122,2018-10-15,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 반송동  **-* ***호,"경기도 화성시 동탄구 동탄반송*길 **-*, ***호 (반송동)",18434,뜰안에냥,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,205758.691219927,412057.221659418,동물미용업,동물미용업(일반),000,0,,뜰안에냥_경기도화성시동탄구반송동**-****호
144,동물미용업,02_03_11_P,5530000,574000004920180130,2018-10-15,,3,폐업,2,폐업,2020-09-07,,,,031-354-9913,0,,경기도 화성시 만세구 향남읍 행정리 ***-*,경기도 화성시 만세구 향남읍 행정서로*길 **-*,18598,아지와양이,2022-04-28 18:09:28,I,2026-02-04 01:35:23,,192360.262386931,402963.70926741,동물미용업,동물미용업(일반),000,0,,아지와양이_경기도화성시만세구향남읍행정리***-*
175,동물미용업,02_03_11_P,5530000,577000004920180109,2018-10-15,,3,폐업,2,폐업,2022-07-07,,,,,0,,경기도 화성시 동탄구 영천동  ***-* *층,"경기도 화성시 동탄구 동탄기흥로***번나길 **, *층 (영천동)",18470,퍼피움,2022-07-07 17:31:58,I,2026-02-04 01:35:23,,208271.728143489,411592.248579567,동물미용업,동물미용업(일반),000,0,,퍼피움_경기도화성시동탄구영천동***-**층
176,동물미용업,02_03_11_P,5530000,577000004920180121,2018-10-15,,1,영업/정상,0,정상,,,,,031-8015-3759,0,,경기도 화성시 동탄구 반송동  **-** ***호,"경기도 화성시 동탄구 동탄공원로*길 **-*, ***호 (반송동)",18436,즐거운애견미용실,2024-04-03 14:29:28,I,2026-02-04 01:35:23,,205257.737283659,411257.918433779,동물미용업,동물미용업(일반),000,0,,즐거운애견미용실_경기도화성시동탄구반송동**-*****호
151,동물미용업,02_03_11_P,5530000,577000004920180092,2018-10-12,,1,영업/정상,0,정상,,,,,031-8055-8440,0,,경기도 화성시 동탄구 영천동  ***-*,"경기도 화성시 동탄구 동탄순환대로 ***, 서건프라자 ***호 (영천동)",18466,파트너동물의료센터,2022-04-28 18:09:27,I,2026-02-04 01:35:23,,209731.902478797,411794.295446047,동물미용업,동물미용업(일반),000,0,,파트너동물의료센터_경기도화성시동탄구영천동***-*
143,동물미용업,02_03_11_P,5530000,574000004920180108,2018-10-12,,1,영업/정상,0,정상,,,,,031-354-7844,0,,경기도 화성시 만세구 향남읍 행정리 ***-*,"경기도 화성시 만세구 향남읍 행정죽전로*길 **, *층",18602,강남동물병원,2022-04-28 18:09:27,I,2026-02-04 01:35:23,,192892.207298792,402662.724139664,동물미용업,동물미용업(일반),000,0,,강남동물병원_경기도화성시만세구향남읍행정리***-*
142,동물미용업,02_03_11_P,5530000,574000004920180107,2018-10-12,,1,영업/정상,0,정상,,,,,031-352-6633,0,,경기도 화성시 만세구 향남읍 행정리 ***-** 태평빌,"경기도 화성시 만세구 향남읍 행정서로*길 **-**, 태평빌",18598,신동물메디컬센터,2022-04-28 18:09:27,I,2026-02-04 01:35:23,,192385.113193727,403270.810469246,동물미용업,동물미용업(일반),000,0,,신동물메디컬센터_경기도화성시만세구향남읍행정리***-**태평빌
141,동물미용업,02_03_11_P,5530000,574000004920180103,2018-10-12,,1,영업/정상,0,정상,,,,,031-359-8275,0,,경기도 화성시 만세구 향남읍 행정리 ***-* 아스날 메디컬프라자,"경기도 화성시 만세구 향남읍 발안로 ***, 아스날 메디컬프라자",18591,향남메디동물병원,2022-04-28 18:09:27,I,2026-02-04 01:35:23,,193089.31898065,403321.441820979,동물미용업,동물미용업(일반),000,0,,향남메디동물병원_경기도화성시만세구향남읍행정리***-*아스날메디컬프라자
