"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명","기타내역2",
"126","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022023000018","2023-08-03","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 마전동 982-1 프라임타워 101호","인천광역시 서구 완정로 144, 프라임타워 101호 (마전동)","22635","PC카페","2026-03-05 18:23:35","U","2026-03-07 02:40:00","","169915.001021534","455495.508050559","인터넷컴퓨터게임시설제공업","유통관련업","0","","","46.11","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"127","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022023000023","2023-08-17","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 정자동 329-2 지상1층","울산광역시 북구 동해안로 1451, 지상1층 (정자동)","44233","황금어장PC","2026-03-05 09:31:33","U","2026-03-07 02:40:00","","421687.003150873","237824.183655939","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"128","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022023000035","2023-09-06","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 신천동 759-4 1층호","경기도 시흥시 신천3길 28-3, 1층 (신천동)","14948","청용PC","2026-03-05 11:19:10","U","2026-03-07 02:40:00","","180718.826983498","437445.170408223","인터넷컴퓨터게임시설제공업","유통관련업","0","","","27.9","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC방",
"129","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022017000004","2017-01-20","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 신부동 461-6","충청남도 천안시 동남구 만남로 38, 지하1층 (신부동, 도솔빌딩)","31123","BONS PC CAFEE THE CHEF","2026-03-04 15:06:52","U","2026-03-07 02:40:00","","213874.744116315","368576.16403393","인터넷컴퓨터게임시설제공업","유통관련업","0","","","504.6","0","0","판매시설","0","0","0","0","","","","","","","","","","","","210","","전체이용가","","","","","",
"130","인터넷컴퓨터게임시설제공업","03_05_05_P","3630000","CDFF2241022019000011","2019-03-07","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 쌍암동 694-63 쌍암동 첨단프라자 110-2호","광주광역시 광산구 월계로 217, 쌍암동 첨단프라자 1층 110-2호 (쌍암동)","62279","오늘PC","2026-03-04 13:20:56","U","2026-03-07 02:40:00","","186207.239105514","190507.986787863","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30.6","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","",
"131","인터넷컴퓨터게임시설제공업","03_05_05_P","5050000","CDFF2241022022000012","2022-04-19","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 황오동 118-1","경상북도 경주시 원화로 245 (황오동)","38153","신호등PC","2026-03-04 11:35:07","U","2026-03-07 02:40:00","","400232.03025426","262536.525154886","인터넷컴퓨터게임시설제공업","유통관련업","1","기타","","36.45","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","일반상업지역","성인PC방",
"132","인터넷컴퓨터게임시설제공업","03_05_05_P","5530000","CDFF2241022017000068","2017-11-23","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 만세구 남양읍 남양리 2075-6 101호","경기도 화성시 만세구 남양읍 역골로 23-13, 101호","18271","카카오PC","2026-03-04 10:06:00","U","2026-03-07 02:40:00","","184565.868268505","411072.604482202","인터넷컴퓨터게임시설제공업","유통관련업","0","","PC","35.36","0","0","","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","","성인PC방",
"133","인터넷컴퓨터게임시설제공업","03_05_05_P","3510500","CDFF2241022018000013","2018-05-15","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 204-2 롯데하이텔","인천광역시 미추홀구 미추홀대로697번길 22, 114호 (주안동, 롯데하이텔)","22139","아지트PC","2026-03-05 14:40:46","U","2026-03-07 02:40:00","","171492.78718068","439802.067612707","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"134","인터넷컴퓨터게임시설제공업","03_05_05_P","5130000","CDFF2241022024000001","2024-01-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 경산시 중방동 873-3","경상북도 경산시 중앙로14길 7 (중방동)","38628","당근PC","2026-03-05 13:42:20","U","2026-03-07 02:40:00","","356682.998928531","259368.752443282","인터넷컴퓨터게임시설제공업","유통관련업","0","","","43.12","0","0","","0","0","0","0","","","","","","","","","","","","4","","전체이용가","","","","","성인PC방",
"135","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022024000018","2024-09-13","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 507-2 M-city","인천광역시 부평구 장제로 62, M-city 107호 (부평동)","21400","여왕벌 PC","2026-03-05 09:45:24","U","2026-03-07 02:40:00","","176115.957227555","443226.336682202","인터넷컴퓨터게임시설제공업","유통관련업","0","","","34.04","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"136","인터넷컴퓨터게임시설제공업","03_05_05_P","4671000","CDFF2241022017000013","2017-06-12","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 군산시 산북동 3548 101호","전북특별자치도 군산시 칠성안1길 32 (산북동)","54162","행운PC방","2026-03-04 15:38:16","U","2026-03-07 02:40:00","","170931.018785936","274246.140884788","인터넷컴퓨터게임시설제공업","유통관련업","1","기타","","30","1","0","사무실","0","0","0","0","","","","","","","","","","","","8","","전체이용가","","","","일반주거지역","성인PC방",
"137","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022019000042","2019-11-26","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 배곧동 226-3 다인 로얄팰리스 배곧7차 120호","경기도 시흥시 서울대학로264번길 26-11, 다인 로얄팰리스 배곧7차 120호 (배곧동)","15011","로얄PC","2026-03-05 11:20:11","U","2026-03-07 02:40:00","","175712.038151033","429481.726923186","인터넷컴퓨터게임시설제공업","유통관련업","0","","","59.76","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"138","인터넷컴퓨터게임시설제공업","03_05_05_P","5530000","CDFF2241022024000051","2024-07-18","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 만세구 향남읍 하길리 1467","경기도 화성시 만세구 향남읍 상신하길로328번길 26, 3층 307호","18606","여우성인PC","2026-03-04 09:09:10","U","2026-03-07 02:40:00","","192241.098077486","401622.319466536","인터넷컴퓨터게임시설제공업","유통관련업","0","","","99","0","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"139","인터넷컴퓨터게임시설제공업","03_05_05_P","4211000","CDFF2241022022000006","2022-12-29","","04","취소/말소/만료/정지/중지","35","직권말소","2026-03-04","","","","","","","강원특별자치도 동해시 구미동 501-4","강원특별자치도 동해시 오일장2길 3, 2층 (구미동)","25813","대장PC","2026-03-04 13:20:41","U","2026-03-07 02:40:00","","388118.472169663","444232.614865103","인터넷컴퓨터게임시설제공업","유통관련업","0","","","138.75","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"140","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022024000039","2024-06-12","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 내덕동 668-15","충청북도 청주시 청원구 향군로 163, 1층 (내덕동)","28483","금당PC","2026-03-05 15:31:18","U","2026-03-07 02:40:00","","242679.782209366","350895.378982723","인터넷컴퓨터게임시설제공업","유통관련업","0","","바둑이, 홀덤, 포커, 맞고","26.4","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"141","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022024000010","2024-07-16","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 명촌동 692-6 지상1층","울산광역시 북구 명촌14길 6, 지상1층 (명촌동)","44254","수달PC","2026-03-05 13:33:47","U","2026-03-07 02:40:00","","413557.338436565","231057.146236797","인터넷컴퓨터게임시설제공업","유통관련업","6","기타","","54.07","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","9","","","","","","일반상업지역","성인PC방",
"142","인터넷컴퓨터게임시설제공업","03_05_05_P","4390000","CDFF2241022024000020","2024-08-13","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 교현동 149-3","충청북도 충주시 만리산로 15, 1층 (교현동)","27380","미라클PC","2026-03-05 09:42:41","U","2026-03-07 02:40:00","","283806.121981057","386307.871167561","인터넷컴퓨터게임시설제공업","유통관련업","0","","","39","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"143","인터넷컴퓨터게임시설제공업","03_05_05_P","4800000","CDFF2241022017000011","2017-07-18","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 옥암동 1000","전라남도 목포시 옥암로46번길 8, 1층 (옥암동)","58685","부영PC","2026-03-04 15:46:09","U","2026-03-07 02:40:00","","147781.232358934","145185.816070105","인터넷컴퓨터게임시설제공업","유통관련업","1","","","33","0","0","판매시설","0","0","0","0","","","","","","","","","","","","8","","전체이용가","","","","일반상업지역","성인PC방",
"144","인터넷컴퓨터게임시설제공업","03_05_05_P","3830000","CDFF2241022026000004","2026-01-21","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 만안구 박달동 55-37 1층","경기도 안양시 만안구 양화로136번길 49, 1층 (박달동)","13986","VVIP PC","2026-03-04 09:40:00","U","2026-03-07 02:40:00","","","","인터넷컴퓨터게임시설제공업","유통관련업","0","","","32.44","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"145","인터넷컴퓨터게임시설제공업","03_05_05_P","4390000","CDFF2241022023000013","2023-05-24","","03","폐업","03","폐업","2026-03-05","","","","","","","충청북도 충주시 봉방동 223-14","충청북도 충주시 봉방5길 12-1, 1층 (봉방동)","27425","억만PC","2026-03-05 17:46:02","U","2026-03-07 02:40:00","","281569.262515652","386202.242514859","인터넷컴퓨터게임시설제공업","유통관련업","2","","","39.72","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"146","인터넷컴퓨터게임시설제공업","03_05_05_P","3470000","CDFF2241022023000007","2023-05-16","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 감삼동 42-4","대구광역시 달서구 죽전3길 3 (감삼동)","42640","미르pc","2026-03-05 10:07:21","U","2026-03-07 02:40:00","","339082.487358011","262637.036436127","인터넷컴퓨터게임시설제공업","유통관련업","4","","","38.29","4","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","주거지역","성인PC방",
"147","인터넷컴퓨터게임시설제공업","03_05_05_P","5530000","CDFF2241022025000064","2025-07-10","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 만세구 남양읍 북양리 535-6 2동 1층","경기도 화성시 만세구 남양읍 주석로 228-1, 2동 1층","18255","하데스PC","2026-03-04 15:52:27","U","2026-03-07 02:40:00","","186998.913750695","412214.059139601","인터넷컴퓨터게임시설제공업","유통관련업","0","","","84.8","0","0","","0","0","0","0","","","","","","","","","","","","7","","전체이용가","","","","","",
"148","인터넷컴퓨터게임시설제공업","03_05_05_P","5540000","CDFF2241022025000027","2025-10-22","","03","폐업","03","폐업","2026-02-03","","","","","","","경기도 광주시 곤지암읍 곤지암리 510-3","경기도 광주시 곤지암읍 도척로 150, 2층","12812","위너스성인PC","2026-03-05 11:20:27","U","2026-03-07 02:40:00","","229803.909829332","426387.398169712","인터넷컴퓨터게임시설제공업","유통관련업","2","","","224.2","2","0","근린생활시설","0","612","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"149","인터넷컴퓨터게임시설제공업","03_05_05_P","3590000","CDFF2241022025000004","2025-12-05","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 대인동 322-25","광주광역시 동구 제봉로222번길 6-9, 1층 (대인동)","61426","장땡PC","2026-03-05 10:20:56","U","2026-03-07 02:40:00","","192137.05382337","184005.234717461","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33.75","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"150","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022025000020","2025-11-24","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 605-30 다온그린빌","인천광역시 부평구 장제로27번길 59, 101호 (부평동, 다온그린빌)","21406","돈방석PC","2026-03-04 18:14:45","U","2026-03-07 02:40:00","","175687.31772924","442906.864535116","인터넷컴퓨터게임시설제공업","유통관련업","0","","","47.36","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"151","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022025000019","2025-11-21","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 222-15 상경오피스텔","인천광역시 부평구 부흥로334번길 61, 상경오피스텔 1층 101-2호 (부평동)","21391","찬스 PC","2026-03-04 10:29:50","U","2026-03-07 02:40:00","","175812.097046089","443761.161195791","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30.28","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","성인PC방",
"152","인터넷컴퓨터게임시설제공업","03_05_05_P","3300000","CDFF2241022025000002","2025-10-21","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 수안동 228-1","부산광역시 동래구 충렬대로237번길 7-5, 1층 (수안동)","47814","럭키PC","2026-03-05 16:53:59","U","2026-03-07 02:40:00","","389802.444272429","191180.522257798","인터넷컴퓨터게임시설제공업","유통관련업","0","","","89.26","0","0","","0","0","0","0","","","","","","","","","","","","9","","청소년이용불가","","","","","",
"153","인터넷컴퓨터게임시설제공업","03_05_05_P","3830000","CDFF2241022023000003","2023-03-13","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 만안구 안양동 533-31","경기도 안양시 만안구 만안로 21, 2층 203호 (안양동)","14035","대박PC","2026-03-05 17:32:50","U","2026-03-07 02:40:00","","","","인터넷컴퓨터게임시설제공업","유통관련업","0","","","47.23","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"154","인터넷컴퓨터게임시설제공업","03_05_05_P","6520000","CDFF2241022023000005","2023-02-17","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 표선면 표선리 628","제주특별자치도 서귀포시 표선면 표선중앙로 86","63629","오렌지PC","2026-03-04 10:44:20","U","2026-03-07 02:40:00","","184384.80625538","-18920.6477186696","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33.6","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"155","인터넷컴퓨터게임시설제공업","03_05_05_P","4940000","CDFF2241022023000003","2023-03-20","","03","폐업","03","폐업","2026-03-04","","","","","","","전라남도 영암군 삼호읍 용당리 1926-100","전라남도 영암군 삼호읍 신항로 120-18","58449","등대피씨방","2026-03-05 09:42:50","U","2026-03-07 02:40:00","","142870.490877626","139095.48987939","인터넷컴퓨터게임시설제공업","유통관련업","3","","","109.8","3","0","","0","0","0","0","","","","","","","","","","","","7","","전체이용가","","","","","성인PC방",
"156","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022024000006","2024-01-25","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 우암동 361-11","충청북도 청주시 청원구 우암로54번길 3, 1층 101호 (우암동)","28488","7PC","2026-03-05 11:32:16","U","2026-03-07 02:40:00","","243338.182623835","350360.993115248","인터넷컴퓨터게임시설제공업","유통관련업","0","","맞고, 홀덤, 바둑이","52.58","0","0","","0","0","0","0","","","","","","","","","","","","5","","청소년이용불가","","","","","성인PC방",
"157","인터넷컴퓨터게임시설제공업","03_05_05_P","5600000","CDFF2241022024000001","2024-01-19","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 소흘읍 송우리 452-10","경기도 포천시 소흘읍 솔모루로 38, 1층","11179","애플PC","2026-03-04 10:34:31","U","2026-03-07 02:40:00","","212615.730722918","480358.072563985","인터넷컴퓨터게임시설제공업","유통관련업","1","","","33.2","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"158","인터넷컴퓨터게임시설제공업","03_05_05_P","5670000","CDFF2241022015000047","2015-11-23","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산회원구 양덕동 12-30 생명장한의원","경상남도 창원시 마산회원구 양덕로 162, 생명장한의원 2층 (양덕동)","51363","옥스피시방","2026-03-05 11:15:18","U","2026-03-07 02:40:00","","344030.007228937","193752.323751306","인터넷컴퓨터게임시설제공업","유통관련업","0","아파트지역","","220.86","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","82","","전체이용가","","","","일반상업지역","",
"159","인터넷컴퓨터게임시설제공업","03_05_05_P","5380000","CDFF2241022007000029","2007-11-22","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 삼호동 131-2","경상남도 양산시 삼호동부로 159, 1층 (삼호동)","50527","THE PC","2026-03-04 16:14:44","U","2026-03-07 02:40:00","","397657.87352976","215063.91047272","인터넷컴퓨터게임시설제공업","유통관련업","5","","","274.95","3","","근린생활시설","","60","","","","","","","","","","","","","","76","","","","","","일반주거지역","",
"160","인터넷컴퓨터게임시설제공업","03_05_05_P","4520000","CDFF2241022026000010","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 배방읍 북수리 1093 노블레스","충청남도 아산시 배방읍 배방로187번길 28-16, 노블레스 102호","31490","보라PC","2026-03-05 13:02:35","U","2026-03-07 02:40:00","","205989.797998783","363503.038135732","인터넷컴퓨터게임시설제공업","유통관련업","0","","","50","1","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"161","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022020000024","2020-07-01","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 금천동 174-4 101호","충청북도 청주시 상당구 쇠내로 81, 101호 (금천동)","28733","온PC","2026-03-05 16:33:14","U","2026-03-07 02:40:00","","244892.734068181","347215.596187448","인터넷컴퓨터게임시설제공업","유통관련업","0","","","17.65","1","0","","0","0","0","0","","","","","","","","","","","","4","","","","","","","성인PC방",
"162","인터넷컴퓨터게임시설제공업","03_05_05_P","4070000","CDFF2241022021000016","2021-09-17","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 부발읍 아미리 726-6","경기도 이천시 부발읍 경충대로 2096-5, 지하1층","17332","메이드PC","2026-03-05 15:17:19","U","2026-03-07 02:40:00","","243403.86923475","416824.005240771","인터넷컴퓨터게임시설제공업","유통관련업","0","","","139","0","0","","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인PC방",
"163","인터넷컴퓨터게임시설제공업","03_05_05_P","3730000","CDFF2241022021000019","2021-09-17","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 온양읍 대안리 186-3","울산광역시 울주군 온양읍 온양로 166-6, 1층","44977","두두PC","2026-03-04 14:38:36","U","2026-03-07 02:40:00","","407927.517686092","214534.890888445","인터넷컴퓨터게임시설제공업","유통관련업","0","","","37.28","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"164","인터넷컴퓨터게임시설제공업","03_05_05_P","3430000","CDFF2241022025000008","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","대구광역시 서구 평리동 1420-1 1층","대구광역시 서구 국채보상로38길 5, 1층 (평리동)","41834","오빠야PC","2026-03-05 16:24:51","U","2026-03-07 02:40:00","","340137.682077525","264361.585018543","인터넷컴퓨터게임시설제공업","유통관련업","4","","","49.12","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","","","","","일반상업지역","성인PC방",
"165","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022025000013","2025-08-26","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 십정동 318-9","인천광역시 부평구 배곶남로 10-1, 2층 (십정동)","21453","푸른바다 PC 게임랜드","2026-03-04 09:09:59","U","2026-03-07 02:40:00","","173006.144294717","441095.564940228","인터넷컴퓨터게임시설제공업","유통관련업","0","","","192.22","0","0","","0","0","0","0","","","","","","","","","","","","50","","전체이용가","","","","","성인PC방",
"166","인터넷컴퓨터게임시설제공업","03_05_05_P","5370000","CDFF2241022025000002","2025-07-28","2026-03-05","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","경상남도 거제시 옥포동 589-1","경상남도 거제시 옥포성안로 62, 1층 (옥포동)","53231","알라딘PC방","2026-03-05 14:39:05","U","2026-03-07 02:40:00","","354857.050368124","156093.713476255","인터넷컴퓨터게임시설제공업","유통관련업","3","","","70.66","1","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","일반상업지역","성인PC방",
