번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),법인구분명,구분명,Unnamed: 30,record_key
120,유료직업소개소,11_50_02_P,3910000,2026391041814500003,2026-03-05,,1,영업/정상,20,영업중,,,,,,,,경기도 평택시 평택동 68-41,경기도 평택시 중앙로 28-1 (평택동),17911,대원국제인력직업소개소,2026-03-05 15:29:22,I,2026-03-07 00:20:02,,207609.23430835,388138.433873371,개인,유료,,대원국제인력직업소개소_경기도평택시평택동68-41
118,유료직업소개소,11_50_02_P,3740000,2026377004114500003,2026-03-05,,1,영업/정상,20,영업중,,,,,,,,경기도 수원시 팔달구 인계동 158-15 전원빌딩,"경기도 수원시 팔달구 중부대로206번길 10, 전원빌딩 203호 (인계동)",16530,사임당 홈케어 수원지사,2026-03-05 13:06:25,I,2026-03-07 00:20:02,,203312.359246203,419338.754166564,개인,유료,,사임당홈케어수원지사_경기도수원시팔달구인계동158-15전원빌딩
117,유료직업소개소,11_50_02_P,5710000,2026573502414500002,2026-03-05,,1,영업/정상,20,영업중,,,,,,,,충청북도 청주시 청원구 우암동 380-6,"충청북도 청주시 청원구 향군로74번길 3, 1층 101호 (우암동)",28488,워크몰,2026-03-05 15:18:16,I,2026-03-07 00:20:02,,243239.734072963,350207.71774082,개인,유료,,워크몰_충청북도청주시청원구우암동380-6
54,유료직업소개소,11_50_02_P,3070000,2026307029814500004,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,서울특별시 성북구 동선동4가 130 한스바움 지하1층,"서울특별시 성북구 동소문로23길 8-16, 한스바움 지하1층 (동선동4가)",02829,주식회사 피에스씨시큐리티,2026-03-04 11:17:13,I,2026-03-06 00:20:02,,201531.986011434,454691.163561268,법인,유료,,주식회사피에스씨시큐리티_서울특별시성북구동선동4가130한스바움지하1층
49,유료직업소개소,11_50_02_P,5080000,2026508034814500003,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,경상북도 구미시 도량동 608-23,경상북도 구미시 문장로 68-6 (도량동),39198,새벽을 여는 사람들,2026-03-04 14:33:25,I,2026-03-06 00:20:02,,319862.786132781,294020.226971422,개인,유료,,새벽을여는사람들_경상북도구미시도량동608-23
59,유료직업소개소,11_50_02_P,3110000,2026311028114500003,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,서울특별시 은평구 응암동 749-60 1층,"서울특별시 은평구 응암로12길 19, 1층 (응암동)",03479,(A+)에스엠천사,2026-03-04 20:26:23,I,2026-03-06 00:20:02,,192773.388383062,453918.691831018,개인,유료,,(A+)에스엠천사_서울특별시은평구응암동749-601층
57,유료직업소개소,11_50_02_P,3560000,2026356028614500003,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,인천광역시 서구 신현동 140-105,"인천광역시 서구 염곡로 343-5, 103호 (신현동)",22781,트러스톤,2026-03-04 11:33:21,I,2026-03-06 00:20:02,,170592.464488588,445942.377642374,개인,유료,,트러스톤_인천광역시서구신현동140-105
48,유료직업소개소,11_50_02_P,3780000,2026378038514500004,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,경기도 성남시 중원구 성남동 4936 성남 모란드림시티,"경기도 성남시 중원구 둔촌대로80번길 3-15, 성남 모란드림시티 108호 (성남동)",13383,악어인력 성남지점,2026-03-04 15:57:50,I,2026-03-06 00:20:02,,211288.118982424,436296.386487629,개인,유료,,악어인력성남지점_경기도성남시중원구성남동4936성남모란드림시티
53,유료직업소개소,11_50_02_P,3340000,2026334018214500001,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,부산광역시 사하구 하단동 497-12 19-1호,"부산광역시 사하구 낙동대로 534, 4층 19-1호 (하단동)",49324,부산강서사하베스트맘,2026-03-04 16:55:38,I,2026-03-06 00:20:02,,379091.980766967,180953.660491294,개인,유료,,부산강서사하베스트맘_부산광역시사하구하단동497-1219-1호
51,유료직업소개소,11_50_02_P,3720000,2026372021014500001,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,울산광역시 북구 호계동 260-1,울산광역시 북구 동대16길 6 (호계동),44227,1004간병사센터,2026-03-04 13:24:10,I,2026-03-06 00:20:02,,412976.724945731,239080.499025511,개인,유료,,1004간병사센터_울산광역시북구호계동260-1
50,유료직업소개소,11_50_02_P,5080000,2026508034814500004,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,경상북도 구미시 송정동 464-2,"경상북도 구미시 신시로10길 7-5, 201호 (송정동)",39287,동행간병인력지원센터,2026-03-04 14:34:33,I,2026-03-06 00:20:02,,320562.428971955,291361.574273391,개인,유료,,동행간병인력지원센터_경상북도구미시송정동464-2
56,유료직업소개소,11_50_02_P,3550000,2026355012814500003,2026-03-04,,1,영업/정상,20,영업중,,,,,,,,인천광역시 계양구 계산동 1062 하이베라스,"인천광역시 계양구 계산새로 71, 하이베라스 C동 9층 912-1호 (계산동)",21060,하나로전기,2026-03-04 15:43:10,I,2026-03-06 00:20:02,,176607.326609066,448516.12033842,개인,유료,,하나로전기_인천광역시계양구계산동1062하이베라스
9,유료직업소개소,11_50_02_P,5410000,2026541011214500002,2026-03-03,,1,영업/정상,20,영업중,,,,,,,,경상남도 창녕군 창녕읍 술정리 321,"경상남도 창녕군 창녕읍 당산길 10, 3층",50324,가람인력,2026-03-03 10:56:37,I,2026-03-05 00:20:02,,335325.463083226,227763.215459944,개인,유료,,가람인력_경상남도창녕군창녕읍술정리321
10,유료직업소개소,11_50_02_P,4080000,2026408026214500003,2026-03-03,,1,영업/정상,20,영업중,,,,,,,,경기도 안성시 고삼면 쌍지리 865-1,경기도 안성시 고삼면 산문길 65,17504,굿모닝솔루션,2026-03-03 08:55:31,I,2026-03-05 00:20:02,,226288.420628316,399534.30826037,개인,유료,,굿모닝솔루션_경기도안성시고삼면쌍지리865-1
8,유료직업소개소,11_50_02_P,3460000,2026346019714500004,2026-03-03,,1,영업/정상,20,영업중,,,,,,,,대구광역시 수성구 황금동 675-8 2층,"대구광역시 수성구 범어천로 38, 2층 (황금동)",42140,지앤수 인사노무컨설팅,2026-03-03 14:01:09,I,2026-03-05 00:20:02,,346608.103690823,262346.546436134,개인,유료,,지앤수인사노무컨설팅_대구광역시수성구황금동675-82층
7,유료직업소개소,11_50_02_P,4691000,2026469107614500001,2026-03-03,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 정읍시 상동 280-116,전북특별자치도 정읍시 동부4길 68-1 (상동),56187,좋은인연,2026-03-03 17:10:00,I,2026-03-05 00:20:02,,187643.813966723,228776.421822639,개인,유료,,좋은인연_전북특별자치도정읍시상동280-116
5,유료직업소개소,11_50_02_P,4490000,2026566002914500005,2026-03-03,,1,영업/정상,20,영업중,,,,,,,,충청남도 천안시 서북구 성정동 154-9 KCC페인트 101호,"충청남도 천안시 서북구 봉정로 140, KCC페인트 101호 (성정동)",31143,인력 기술 개발,2026-03-03 17:40:08,I,2026-03-05 00:20:02,,212605.479613702,368124.65979461,개인,유료,,인력기술개발_충청남도천안시서북구성정동154-9KCC페인트101호
30,유료직업소개소,11_50_02_P,5530000,2026575000714500001,2026-02-25,,1,영업/정상,20,영업중,,,,,,,,경기도 화성시 효행구 비봉면 자안리 570-1,경기도 화성시 효행구 비봉면 푸른들판로1125번길 22-9,18293,유원 HR 파트너스,2026-03-03 16:19:16,U,2026-03-05 02:40:00,,188504.834862219,411299.167878567,개인,유료,,유원HR파트너스_경기도화성시효행구비봉면자안리570-1
133,유료직업소개소,11_50_02_P,5710000,2026572002514500002,2026-02-13,,1,영업/정상,20,영업중,,,,,,,,충청북도 청주시 상당구 남일면 효촌리 251-23,"충청북도 청주시 상당구 남일면 효촌송암길 3-2, 2층",28187,광성 인력 사무소,2026-03-05 09:00:53,U,2026-03-07 02:40:00,,245351.676173,343318.623285769,개인,유료,,광성인력사무소_충청북도청주시상당구남일면효촌리251-23
69,유료직업소개소,11_50_02_P,4641000,2026466100614500002,2026-02-12,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 덕진구 호성동1가 732-1,"전북특별자치도 전주시 덕진구 호성1길 33-10, 302호 (호성동1가)",54905,백합화간병인유료직업소개소,2026-03-04 10:34:06,U,2026-03-06 02:40:00,,213717.091709496,261794.062595882,개인,유료,,백합화간병인유료직업소개소_전북특별자치도전주시덕진구호성동1가732-1
98,유료직업소개소,11_50_02_P,3180000,2026318027014500002,2026-02-11,,1,영업/정상,20,영업중,,,,,,,,서울특별시 영등포구 대림동 808-26 영진빌딩,"서울특별시 영등포구 대림로29길 43, 영진빌딩 1층 (대림동)",07415,월드취업정보,2026-03-04 09:23:20,U,2026-03-06 02:40:00,,190686.640202175,443515.170917694,개인,유료,,월드취업정보_서울특별시영등포구대림동808-26영진빌딩
97,유료직업소개소,11_50_02_P,4781000,2026478106214500003,2026-02-10,,3,폐업,40,폐업,2026-03-04,,,,,,,전북특별자치도 고창군 고창읍 읍내리 406-9,전북특별자치도 고창군 고창읍 남정2길 36,56439,우리인력,2026-03-04 13:41:22,U,2026-03-06 02:40:00,,172582.01476957,214526.608554966,개인,유료,,우리인력_전북특별자치도고창군고창읍읍내리406-9
136,유료직업소개소,11_50_02_P,3530000,2026353019814500001,2026-01-08,,1,영업/정상,20,영업중,,,,,,,,인천광역시 남동구 만수동 978-25 만수빌딩,"인천광역시 남동구 하촌로 5, 만수빌딩 701호 (만수동)",21539,(주)새벽질주이노베이션,2026-03-05 10:01:46,U,2026-03-07 02:40:00,,176021.529573311,438589.823948003,법인,유료,,(주)새벽질주이노베이션_인천광역시남동구만수동978-25만수빌딩
74,유료직업소개소,11_50_02_P,4060000,2026406055214500001,2026-01-07,,1,영업/정상,20,영업중,,,,,,,,경기도 파주시 동패동 303-5 버블캐슬빌딩,"경기도 파주시 교하로 427, 버블캐슬빌딩 203호 (동패동)",10904,성공인력,2026-03-04 09:13:32,U,2026-03-06 02:40:00,,176256.37523425,467050.751723013,개인,유료,,성공인력_경기도파주시동패동303-5버블캐슬빌딩
135,유료직업소개소,11_50_02_P,4040000,2026404032114500001,2026-01-05,,1,영업/정상,20,영업중,,,,,,,,경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터,"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 10층 오에프54호 (풍산동)",12918,주식회사 리온,2026-03-05 17:12:17,U,2026-03-07 02:40:00,,216038.566179914,450059.249204826,법인,유료,,주식회사리온_경기도하남시풍산동489미사테스타타워지식산업센터
79,유료직업소개소,11_50_02_P,5590000,2025559032114500005,2025-12-03,,1,영업/정상,20,영업중,,,,,0318588210,,,경기도 양주시 옥정동 982-12,"경기도 양주시 옥정로10다길 45, 1층 3호 (옥정동)",11465,모수컨설팅,2026-03-04 13:14:25,U,2026-03-06 02:40:00,,208137.417301817,481794.136823003,개인,유료,,모수컨설팅_경기도양주시옥정동982-12
80,유료직업소개소,11_50_02_P,3700000,2025370023414500012,2025-11-19,,1,영업/정상,20,영업중,,,,,,,,울산광역시 남구 신정동 157-8,"울산광역시 남구 돋질로 161, 2층 (신정동)",44687,성실가사인력원,2026-03-04 14:21:06,U,2026-03-06 02:40:00,,410610.937017203,229297.640736937,개인,유료,,성실가사인력원_울산광역시남구신정동157-8
138,유료직업소개소,11_50_02_P,3070000,2025307029814500004,2025-11-04,,1,영업/정상,20,영업중,,,,,,,,서울특별시 성북구 정릉동 401-63 보람빌딩 4층,"서울특별시 성북구 보국문로 54, 보람빌딩 4층 (정릉동)",02717,세대통합인재개발원,2026-03-05 14:20:44,U,2026-03-07 02:40:00,,200802.359156099,456336.023589037,개인,유료,,세대통합인재개발원_서울특별시성북구정릉동401-63보람빌딩4층
93,유료직업소개소,11_50_02_P,3470000,2025347020114500016,2025-09-30,,1,영업/정상,20,영업중,,,,,,,,대구광역시 달서구 송현동 629-1,"대구광역시 달서구 월배로 373, 2층 202호 (송현동)",42741,영차인력개발 유료직업소개소,2026-03-04 17:55:07,U,2026-03-06 02:40:00,,339907.694540906,259790.936120796,개인,유료,,영차인력개발유료직업소개소_대구광역시달서구송현동629-1
149,유료직업소개소,11_50_02_P,4641000,2025466100614500015,2025-09-30,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 덕진구 덕진동2가 694-3 리더빌딩 601호,"전북특별자치도 전주시 덕진구 가련산로 18, 리더빌딩 601호 (덕진동2가)",54892,다온간병센터,2026-03-05 14:25:13,U,2026-03-07 02:40:00,,209966.920535873,260121.668307553,개인,유료,,다온간병센터_전북특별자치도전주시덕진구덕진동2가694-3리더빌딩601호
2,유료직업소개소,11_50_02_P,3420000,2025342020614500008,2025-09-02,,1,영업/정상,20,영업중,,,,,,,,대구광역시 동구 신암동 485-24,"대구광역시 동구 송라로 149, 2층 (신암동)",41201,스타유료직업소개소,2026-02-27 17:57:14,U,2026-03-04 02:40:00,,345723.301708391,265596.786649156,개인,유료,,스타유료직업소개소_대구광역시동구신암동485-24
148,유료직업소개소,11_50_02_P,4641000,2025466100614500013,2025-08-29,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 덕진구 덕진동1가 1401-22,"전북특별자치도 전주시 덕진구 사평3길 6, 101호 (덕진동1가)",54888,지에이치앤디(GHD),2026-03-05 14:44:45,U,2026-03-07 02:40:00,,211040.841759289,260385.908484122,법인,유료,,지에이치앤디(GHD)_전북특별자치도전주시덕진구덕진동1가1401-22
92,유료직업소개소,11_50_02_P,3530000,2025353019814500016,2025-07-23,,1,영업/정상,20,영업중,,,,,,,,인천광역시 남동구 논현동 678-1 조은프라자,"인천광역시 남동구 소래역로 28, 조은프라자 405-2호 (논현동)",21673,미래건설인력,2026-03-04 11:06:42,U,2026-03-06 02:40:00,,176559.861235792,433113.310207242,개인,유료,,미래건설인력_인천광역시남동구논현동678-1조은프라자
100,유료직업소개소,11_50_02_P,3210000,2025321019514500014,2025-06-25,,1,영업/정상,20,영업중,,,,,,,,서울특별시 서초구 서초동 1321-5 재전빌딩,"서울특별시 서초구 서운로 142-4, 재전빌딩 604호 (서초동)",06619,주식회사 에버브레인써치,2026-03-04 11:43:14,U,2026-03-06 02:40:00,,202135.705,443770.54,법인,유료,,주식회사에버브레인써치_서울특별시서초구서초동1321-5재전빌딩
102,유료직업소개소,11_50_02_P,3530000,2025353019814500014,2025-06-12,,1,영업/정상,20,영업중,,,,,,,,인천광역시 남동구 구월동 1144-5 굿모닝타워,"인천광역시 남동구 인주대로623번길 26, 굿모닝타워 715호 (구월동)",21556,만나행탐직업소개소,2026-03-04 14:27:28,U,2026-03-06 02:40:00,,173974.507390765,438808.171479625,개인,유료,,만나행탐직업소개소_인천광역시남동구구월동1144-5굿모닝타워
101,유료직업소개소,11_50_02_P,3530000,2025353019814500009,2025-06-02,,1,영업/정상,20,영업중,,,,,,,,인천광역시 남동구 간석동 233-4,"인천광역시 남동구 백범로 406, 303호 (간석동)",21508,매일인력파출,2026-03-04 11:06:30,U,2026-03-06 02:40:00,,173931.115168319,440654.820668211,개인,유료,,매일인력파출_인천광역시남동구간석동233-4
157,유료직업소개소,11_50_02_P,4641000,2025466100614500009,2025-04-17,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 덕진구 인후동1가 933-11,"전북특별자치도 전주시 덕진구 한배미1길 19, 1층 (인후동1가)",55030,모아글로벌(MOA GLOBAL),2026-03-05 14:18:57,U,2026-03-07 02:40:00,,214796.42271577,258220.153613958,개인,유료,,모아글로벌(MOAGLOBAL)_전북특별자치도전주시덕진구인후동1가933-11
58,유료직업소개소,11_50_02_P,3010000,2026301024314500006,2025-04-15,,1,영업/정상,20,영업중,,,,,,,,경기도 고양시 일산서구 주엽동 66-1 일송노블레스,"경기도 고양시 일산서구 중앙로 1426, 606(일부)호 (주엽동)",10386,노무사사무소 와이비(WhyBe),2026-03-04 09:08:02,I,2026-03-06 00:20:02,,178929.113234693,463124.445219153,,,,노무사사무소와이비(WhyBe)_경기도고양시일산서구주엽동66-1일송노블레스
159,유료직업소개소,11_50_02_P,3230000,2025323029114500009,2025-04-11,,1,영업/정상,20,영업중,,,,,0269252967,,,서울특별시 송파구 가락동 99-3 제일오피스텔,"서울특별시 송파구 송파대로 260, 제일오피스텔 505-24호 (가락동)",05719,리니어스 주식회사,2026-03-05 14:00:29,U,2026-03-07 02:40:00,,210431.832858016,443465.4592322,법인,유료,,리니어스주식회사_서울특별시송파구가락동99-3제일오피스텔
158,유료직업소개소,11_50_02_P,3940000,2025395005214500007,2025-04-09,,1,영업/정상,20,영업중,,,,,,,,경기도 고양시 덕양구 지축동 1034-1 리더플렉스 블루,"경기도 고양시 덕양구 지정로 17, 리더플렉스 블루 513호 (지축동)",10585,신혜영산후케어,2026-03-05 13:42:00,U,2026-03-07 02:40:00,,,,개인,유료,,신혜영산후케어_경기도고양시덕양구지축동1034-1리더플렉스블루
38,유료직업소개소,11_50_02_P,6510000,2025651024514500006,2025-03-26,,1,영업/정상,20,영업중,,,,,064 7573777,,,제주특별자치도 제주시 화북이동 3319-2,"제주특별자치도 제주시 거로남4길 48, 1층 (화북이동)",63304,주식회사 이노,2026-03-03 18:08:35,U,2026-03-05 02:40:00,,159186.714766568,1118.69929472951,법인,유료,,주식회사이노_제주특별자치도제주시화북이동3319-2
